; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
27;ppm;;;;2.0;1.0;;;;7.0;1.0;;;;261.0;8.0;;;;11.0;2.0;;;;4785.0;22.0;;;;1.0;1.0;;;;83.0;32.0;;;;47.0;8.0;No;;;;68.0;1.0;;;;20.0;1.0;17/05/2019;;;;18505.0;49.0;;;;0.0;1.0;801305;;;;16217.0;57.0;;;;-5.0;17.0;;;Soil;;;;545.0;3.0;;;;0.0;2.0;;;;14.0;1.0;;;;-303.0;106.0;;;;27.0;2.0;;;;2292.0;243.0;;;;29.0;1.0;;;;-142.0;44.0;;;;73.0;1.0;36;;;;327.0;31.0;;;;3.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;91.0;2.0;;;;21.0;5.0;36;;;;7.0;2.0;;;;3399.0;12.0;17:41:13;;;;3.0;1.0;0;;;;;;;;;54.0;1.0;;;;6.0;1.0;;;;30.0;1.0;;;;61.0;1.0;;;;558.0;5.0;AK_28
28;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;242.0;9.0;;;;7.0;2.0;;;;3826.0;19.0;;;;0.0;1.0;;;;95.0;33.0;;;;56.0;7.0;No;;;;72.0;1.0;;;;16.0;1.0;17/05/2019;;;;16843.0;46.0;;;;2.0;1.0;801305;;;;15692.0;56.0;;;;2.0;17.0;;;Soil;;;;452.0;2.0;;;;0.0;2.0;;;;14.0;1.0;;;;-354.0;108.0;;;;20.0;2.0;;;;2139.0;232.0;;;;26.0;1.0;;;;-199.0;45.0;;;;73.0;1.0;37;;;;170.0;29.0;;;;2.0;3.0;;;;0.0;0.0;;;;3.0;2.0;;;;92.0;2.0;;;;10.0;5.0;37;;;;10.0;2.0;;;;3254.0;11.0;17:44:51;;;;1.0;1.0;0;;;;;;;;;51.0;1.0;;;;2.0;1.0;;;;27.0;1.0;;;;55.0;1.0;;;;582.0;6.0;AK_29
29;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;259.0;8.0;;;;13.0;2.0;;;;4502.0;21.0;;;;-1.0;1.0;;;;104.0;32.0;;;;44.0;7.0;No;;;;63.0;1.0;;;;15.0;1.0;17/05/2019;;;;16398.0;44.0;;;;1.0;1.0;801305;;;;15773.0;55.0;;;;11.0;16.0;;;Soil;;;;420.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-224.0;105.0;;;;20.0;2.0;;;;1661.0;226.0;;;;26.0;1.0;;;;-210.0;43.0;;;;68.0;1.0;38;;;;241.0;29.0;;;;2.0;2.0;;;;0.0;0.0;;;;8.0;2.0;;;;84.0;2.0;;;;16.0;5.0;38;;;;3.0;2.0;;;;3355.0;12.0;17:48:35;;;;3.0;1.0;0;;;;;;;;;50.0;1.0;;;;6.0;1.0;;;;28.0;1.0;;;;50.0;1.0;;;;573.0;5.0;AK_30
30;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;238.0;8.0;;;;12.0;2.0;;;;3695.0;19.0;;;;1.0;1.0;;;;129.0;32.0;;;;80.0;8.0;No;;;;71.0;1.0;;;;16.0;1.0;17/05/2019;;;;17995.0;49.0;;;;2.0;1.0;801305;;;;15994.0;57.0;;;;33.0;17.0;;;Soil;;;;506.0;3.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-315.0;107.0;;;;23.0;2.0;;;;1516.0;228.0;;;;27.0;1.0;;;;-187.0;44.0;;;;75.0;1.0;39;;;;298.0;31.0;;;;4.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;86.0;2.0;;;;19.0;5.0;39;;;;9.0;2.0;;;;3291.0;12.0;17:57:29;;;;2.0;1.0;0;;;;;;;;;53.0;1.0;;;;3.0;1.0;;;;27.0;1.0;;;;57.0;1.0;;;;566.0;6.0;AK_31
31;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;255.0;8.0;;;;7.0;2.0;;;;3941.0;20.0;;;;1.0;1.0;;;;119.0;32.0;;;;72.0;8.0;No;;;;68.0;1.0;;;;14.0;1.0;17/05/2019;;;;18598.0;49.0;;;;2.0;1.0;801305;;;;16294.0;57.0;;;;31.0;17.0;;;Soil;;;;499.0;2.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-249.0;106.0;;;;23.0;2.0;;;;1605.0;229.0;;;;24.0;1.0;;;;-196.0;44.0;;;;76.0;1.0;40;;;;252.0;30.0;;;;3.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;90.0;2.0;;;;23.0;5.0;40;;;;7.0;2.0;;;;3405.0;12.0;18:01:10;;;;4.0;2.0;0;;;;;;;;;52.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;56.0;1.0;;;;558.0;5.0;AK_32
1;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;255.0;8.0;;;;11.0;2.0;;;;4298.0;21.0;;;;2.0;1.0;;;;133.0;32.0;;;;57.0;7.0;No;;;;72.0;1.0;;;;16.0;1.0;20/05/2019;;;;16126.0;43.0;;;;1.0;1.0;801305;;;;16804.0;58.0;;;;21.0;17.0;;;Soil;;;;515.0;3.0;;;;1.0;2.0;;;;14.0;1.0;;;;-182.0;105.0;;;;21.0;2.0;;;;2549.0;241.0;;;;27.0;1.0;;;;-263.0;43.0;;;;73.0;1.0;3;;;;244.0;30.0;;;;-2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;96.0;2.0;;;;28.0;5.0;3;;;;11.0;2.0;;;;3553.0;12.0;10:09:54;;;;4.0;1.0;0;;;;;;;;;57.0;1.0;;;;3.0;1.0;;;;28.0;1.0;;;;55.0;1.0;;;;604.0;6.0;AK_33
2;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;276.0;9.0;;;;10.0;2.0;;;;4972.0;23.0;;;;1.0;1.0;;;;199.0;33.0;;;;94.0;8.0;No;;;;79.0;1.0;;;;18.0;1.0;20/05/2019;;;;18783.0;50.0;;;;2.0;1.0;801305;;;;16767.0;59.0;;;;21.0;17.0;;;Soil;;;;437.0;2.0;;;;-4.0;2.0;;;;13.0;1.0;;;;-303.0;107.0;;;;24.0;2.0;;;;1942.0;247.0;;;;28.0;1.0;;;;-194.0;44.0;;;;74.0;1.0;4;;;;216.0;31.0;;;;1.0;3.0;;;;0.0;0.0;;;;6.0;2.0;;;;88.0;2.0;;;;7.0;5.0;4;;;;9.0;2.0;;;;3456.0;12.0;10:50:43;;;;5.0;2.0;0;;;;;;;;;53.0;1.0;;;;2.0;1.0;;;;26.0;1.0;;;;55.0;1.0;;;;595.0;6.0;AK_34
3;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;269.0;8.0;;;;15.0;2.0;;;;4062.0;20.0;;;;0.0;1.0;;;;131.0;31.0;;;;73.0;7.0;No;;;;73.0;1.0;;;;21.0;1.0;20/05/2019;;;;17377.0;46.0;;;;1.0;1.0;801305;;;;16421.0;57.0;;;;10.0;16.0;;;Soil;;;;533.0;3.0;;;;-1.0;2.0;;;;14.0;1.0;;;;-413.0;104.0;;;;21.0;2.0;;;;2163.0;235.0;;;;30.0;1.0;;;;-228.0;43.0;;;;73.0;1.0;5;;;;266.0;30.0;;;;2.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;88.0;2.0;;;;20.0;5.0;5;;;;9.0;2.0;;;;3574.0;12.0;10:56:45;;;;5.0;1.0;0;;;;;;;;;55.0;1.0;;;;5.0;1.0;;;;26.0;1.0;;;;51.0;1.0;;;;599.0;6.0;AK_35
4;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;248.0;9.0;;;;11.0;2.0;;;;5571.0;24.0;;;;0.0;1.0;;;;72.0;33.0;;;;92.0;8.0;No;;;;73.0;1.0;;;;18.0;1.0;20/05/2019;;;;20132.0;53.0;;;;1.0;1.0;801305;;;;17046.0;60.0;;;;-2.0;17.0;;;Soil;;;;509.0;3.0;;;;-3.0;2.0;;;;13.0;1.0;;;;-243.0;107.0;;;;29.0;2.0;;;;2140.0;256.0;;;;25.0;1.0;;;;-112.0;45.0;;;;75.0;1.0;6;;;;350.0;33.0;;;;4.0;3.0;;;;0.0;0.0;;;;9.0;2.0;;;;91.0;2.0;;;;23.0;6.0;6;;;;8.0;2.0;;;;3442.0;12.0;11:01:47;;;;3.0;1.0;0;;;;;;;;;57.0;1.0;;;;5.0;1.0;;;;30.0;1.0;;;;62.0;1.0;;;;565.0;6.0;AK_36
5;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;264.0;8.0;;;;11.0;2.0;;;;4544.0;21.0;;;;-1.0;1.0;;;;75.0;32.0;;;;67.0;7.0;No;;;;68.0;1.0;;;;20.0;1.0;20/05/2019;;;;17758.0;47.0;;;;1.0;1.0;801305;;;;16700.0;58.0;;;;26.0;17.0;;;Soil;;;;468.0;2.0;;;;0.0;2.0;;;;13.0;1.0;;;;-173.0;107.0;;;;25.0;2.0;;;;1369.0;231.0;;;;26.0;1.0;;;;-156.0;44.0;;;;75.0;1.0;7;;;;302.0;31.0;;;;1.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;91.0;2.0;;;;17.0;5.0;7;;;;9.0;2.0;;;;3413.0;12.0;11:22:55;;;;3.0;1.0;0;;;;;;;;;53.0;1.0;;;;6.0;1.0;;;;29.0;1.0;;;;60.0;1.0;;;;553.0;5.0;AK_37
6;ppm;;;;-1.0;1.0;;;;11.0;1.0;;;;255.0;8.0;;;;11.0;2.0;;;;5438.0;24.0;;;;1.0;1.0;;;;71.0;32.0;;;;58.0;8.0;No;;;;79.0;1.0;;;;21.0;1.0;20/05/2019;;;;20339.0;53.0;;;;2.0;1.0;801305;;;;16466.0;59.0;;;;20.0;17.0;;;Soil;;;;515.0;3.0;;;;1.0;2.0;;;;13.0;1.0;;;;-323.0;107.0;;;;28.0;2.0;;;;1765.0;249.0;;;;23.0;1.0;;;;-233.0;44.0;;;;75.0;1.0;8;;;;259.0;32.0;;;;1.0;3.0;;;;0.0;0.0;;;;7.0;2.0;;;;90.0;2.0;;;;19.0;5.0;8;;;;7.0;2.0;;;;3334.0;12.0;11:28:37;;;;3.0;1.0;0;;;;;;;;;56.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;55.0;1.0;;;;539.0;5.0;AK_38
7;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;247.0;8.0;;;;10.0;2.0;;;;4885.0;23.0;;;;1.0;1.0;;;;105.0;33.0;;;;82.0;8.0;No;;;;69.0;1.0;;;;21.0;1.0;20/05/2019;;;;20183.0;53.0;;;;3.0;1.0;801305;;;;16909.0;60.0;;;;38.0;17.0;;;Soil;;;;427.0;2.0;;;;-4.0;2.0;;;;13.0;1.0;;;;-201.0;107.0;;;;24.0;2.0;;;;2120.0;251.0;;;;26.0;1.0;;;;-173.0;44.0;;;;76.0;1.0;9;;;;354.0;33.0;;;;4.0;3.0;;;;0.0;0.0;;;;3.0;2.0;;;;90.0;2.0;;;;11.0;5.0;9;;;;5.0;2.0;;;;3523.0;12.0;11:34:51;;;;6.0;2.0;0;;;;;;;;;54.0;1.0;;;;4.0;1.0;;;;29.0;1.0;;;;60.0;1.0;;;;556.0;5.0;AK_39
8;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;262.0;8.0;;;;10.0;2.0;;;;5544.0;24.0;;;;0.0;1.0;;;;83.0;32.0;;;;63.0;8.0;No;;;;80.0;1.0;;;;21.0;1.0;20/05/2019;;;;19842.0;52.0;;;;2.0;1.0;801305;;;;16757.0;59.0;;;;38.0;17.0;;;Soil;;;;532.0;3.0;;;;0.0;2.0;;;;13.0;1.0;;;;-101.0;108.0;;;;29.0;2.0;;;;2260.0;254.0;;;;27.0;1.0;;;;-164.0;44.0;;;;74.0;1.0;10;;;;317.0;32.0;;;;-1.0;3.0;;;;0.0;0.0;;;;6.0;2.0;;;;90.0;2.0;;;;23.0;5.0;10;;;;7.0;2.0;;;;3560.0;12.0;11:40:40;;;;3.0;1.0;0;;;;;;;;;54.0;1.0;;;;4.0;1.0;;;;31.0;1.0;;;;60.0;1.0;;;;571.0;6.0;AK_40
29;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;274.0;8.0;;;;16.0;1.0;;;;5251.0;22.0;;;;1.0;1.0;;;;126.0;30.0;;;;61.0;7.0;No;;;;88.0;1.0;;;;20.0;1.0;15/05/2019;;;;19557.0;49.0;;;;1.0;1.0;801305;;;;17268.0;58.0;;;;48.0;16.0;;;Soil;;;;418.0;2.0;;;;0.0;1.0;;;;13.0;1.0;;;;-336.0;102.0;;;;32.0;2.0;;;;2014.0;239.0;;;;23.0;1.0;;;;-248.0;42.0;;;;74.0;1.0;32;;;;315.0;31.0;;;;3.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;80.0;2.0;;;;22.0;5.0;32;;;;6.0;2.0;;;;3395.0;12.0;16:50:25;;;;5.0;1.0;0;;;;;;;;;53.0;1.0;;;;5.0;1.0;;;;30.0;1.0;;;;61.0;1.0;;;;531.0;5.0;JZ_1
31;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;274.0;8.0;;;;17.0;1.0;;;;5887.0;24.0;;;;-1.0;1.0;;;;180.0;31.0;;;;79.0;8.0;No;;;;83.0;1.0;;;;20.0;1.0;15/05/2019;;;;21555.0;54.0;;;;2.0;1.0;801305;;;;17613.0;60.0;;;;56.0;16.0;;;Soil;;;;375.0;2.0;;;;1.0;1.0;;;;13.0;1.0;;;;-212.0;103.0;;;;32.0;2.0;;;;2878.0;260.0;;;;24.0;1.0;;;;-178.0;42.0;;;;77.0;1.0;34;;;;404.0;33.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;88.0;2.0;;;;26.0;5.0;34;;;;8.0;2.0;;;;3502.0;12.0;17:01:24;;;;3.0;1.0;0;;;;;;;;;55.0;1.0;;;;3.0;1.0;;;;28.0;1.0;;;;73.0;1.0;;;;492.0;5.0;JZ_3
32;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;272.0;8.0;;;;17.0;1.0;;;;7905.0;29.0;;;;0.0;1.0;;;;140.0;31.0;;;;58.0;8.0;No;;;;77.0;1.0;;;;16.0;1.0;15/05/2019;;;;22056.0;54.0;;;;1.0;1.0;801305;;;;17499.0;59.0;;;;28.0;16.0;;;Soil;;;;295.0;2.0;;;;-1.0;1.0;;;;10.0;1.0;;;;1.0;103.0;;;;31.0;2.0;;;;2573.0;266.0;;;;21.0;1.0;;;;-102.0;42.0;;;;75.0;1.0;35;;;;372.0;33.0;;;;4.0;2.0;;;;0.0;0.0;;;;9.0;2.0;;;;81.0;2.0;;;;20.0;5.0;35;;;;9.0;2.0;;;;3245.0;11.0;17:07:41;;;;2.0;1.0;0;;;;;;;;;55.0;1.0;;;;4.0;1.0;;;;25.0;1.0;;;;62.0;1.0;;;;467.0;5.0;JZ_4
33;ppm;;;;2.0;1.0;;;;10.0;1.0;;;;266.0;8.0;;;;14.0;1.0;;;;5094.0;22.0;;;;-1.0;1.0;;;;132.0;31.0;;;;62.0;8.0;No;;;;70.0;1.0;;;;18.0;1.0;15/05/2019;;;;21529.0;54.0;;;;2.0;1.0;801305;;;;16576.0;57.0;;;;48.0;16.0;;;Soil;;;;319.0;2.0;;;;3.0;1.0;;;;12.0;1.0;;;;-111.0;104.0;;;;34.0;2.0;;;;1473.0;237.0;;;;25.0;1.0;;;;-211.0;43.0;;;;75.0;1.0;36;;;;358.0;32.0;;;;5.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;77.0;2.0;;;;13.0;5.0;36;;;;13.0;2.0;;;;3267.0;11.0;17:13:31;;;;2.0;1.0;0;;;;;;;;;54.0;1.0;;;;2.0;1.0;;;;27.0;1.0;;;;77.0;1.0;;;;492.0;5.0;JZ_5
34;ppm;;;;1.0;1.0;;;;11.0;1.0;;;;271.0;8.0;;;;15.0;1.0;;;;4951.0;22.0;;;;-1.0;1.0;;;;107.0;31.0;;;;67.0;8.0;No;;;;66.0;1.0;;;;21.0;1.0;15/05/2019;;;;19873.0;50.0;;;;2.0;1.0;801305;;;;16048.0;55.0;;;;14.0;16.0;;;Soil;;;;297.0;2.0;;;;-2.0;1.0;;;;12.0;1.0;;;;-245.0;103.0;;;;30.0;2.0;;;;1249.0;228.0;;;;24.0;1.0;;;;-177.0;42.0;;;;74.0;1.0;37;;;;286.0;30.0;;;;0.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;78.0;2.0;;;;16.0;5.0;37;;;;10.0;2.0;;;;3118.0;11.0;17:17:28;;;;3.0;1.0;0;;;;;;;;;52.0;1.0;;;;3.0;1.0;;;;27.0;1.0;;;;72.0;1.0;;;;492.0;5.0;JZ_6
35;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;261.0;8.0;;;;15.0;1.0;;;;9089.0;31.0;;;;0.0;1.0;;;;119.0;31.0;;;;54.0;7.0;No;;;;63.0;1.0;;;;22.0;1.0;15/05/2019;;;;15492.0;41.0;;;;2.0;1.0;801305;;;;14826.0;51.0;;;;43.0;16.0;;;Soil;;;;253.0;2.0;;;;0.0;1.0;;;;12.0;1.0;;;;-252.0;102.0;;;;25.0;2.0;;;;2975.0;260.0;;;;27.0;1.0;;;;-207.0;42.0;;;;65.0;0.0;38;;;;333.0;30.0;;;;-1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;76.0;2.0;;;;16.0;5.0;38;;;;6.0;2.0;;;;2983.0;10.0;17:21:30;;;;3.0;1.0;0;;;;;;;;;46.0;1.0;;;;2.0;1.0;;;;23.0;1.0;;;;73.0;1.0;;;;510.0;5.0;JZ_7
36;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;281.0;8.0;;;;16.0;1.0;;;;5068.0;22.0;;;;0.0;1.0;;;;87.0;32.0;;;;59.0;8.0;No;;;;70.0;1.0;;;;19.0;1.0;15/05/2019;;;;20021.0;51.0;;;;1.0;1.0;801305;;;;17186.0;58.0;;;;28.0;17.0;;;Soil;;;;363.0;2.0;;;;-3.0;2.0;;;;13.0;1.0;;;;-163.0;105.0;;;;28.0;2.0;;;;1756.0;236.0;;;;23.0;1.0;;;;-179.0;43.0;;;;77.0;1.0;39;;;;334.0;31.0;;;;2.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;80.0;2.0;;;;25.0;5.0;39;;;;8.0;2.0;;;;3294.0;11.0;17:25:15;;;;4.0;1.0;0;;;;;;;;;53.0;1.0;;;;4.0;1.0;;;;28.0;1.0;;;;60.0;1.0;;;;539.0;5.0;JZ_8
37;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;276.0;8.0;;;;17.0;1.0;;;;5016.0;22.0;;;;-1.0;1.0;;;;46.0;31.0;;;;47.0;7.0;No;;;;66.0;1.0;;;;23.0;1.0;15/05/2019;;;;18347.0;47.0;;;;0.0;1.0;801305;;;;15750.0;54.0;;;;22.0;16.0;;;Soil;;;;364.0;2.0;;;;-2.0;1.0;;;;11.0;1.0;;;;-273.0;103.0;;;;24.0;2.0;;;;1548.0;228.0;;;;25.0;1.0;;;;-170.0;43.0;;;;74.0;1.0;40;;;;425.0;31.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;80.0;2.0;;;;23.0;5.0;40;;;;8.0;2.0;;;;3069.0;11.0;17:29:05;;;;3.0;1.0;0;;;;;;;;;51.0;1.0;;;;4.0;1.0;;;;23.0;1.0;;;;70.0;1.0;;;;544.0;5.0;JZ_9
1;ppm;;;;-1.0;1.0;;;;9.0;1.0;;;;248.0;8.0;;;;9.0;2.0;;;;3954.0;20.0;;;;-1.0;1.0;;;;135.0;32.0;;;;91.0;7.0;No;;;;68.0;1.0;;;;14.0;1.0;16/05/2019;;;;17235.0;46.0;;;;0.0;1.0;801305;;;;16504.0;59.0;;;;2.0;17.0;;;Soil;;;;385.0;2.0;;;;2.0;2.0;;;;13.0;1.0;;;;-70.0;105.0;;;;20.0;2.0;;;;1519.0;232.0;;;;24.0;1.0;;;;-69.0;44.0;;;;74.0;1.0;3;;;;307.0;31.0;;;;2.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;84.0;2.0;;;;12.0;5.0;3;;;;8.0;2.0;;;;3337.0;12.0;10:27:28;;;;3.0;1.0;0;;;;;;;;;52.0;1.0;;;;2.0;1.0;;;;25.0;1.0;;;;58.0;1.0;;;;540.0;5.0;JZ_11
2;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;267.0;8.0;;;;13.0;1.0;;;;6139.0;24.0;;;;-1.0;1.0;;;;120.0;31.0;;;;48.0;6.0;No;;;;53.0;1.0;;;;21.0;1.0;16/05/2019;;;;13508.0;37.0;;;;0.0;1.0;801305;;;;14744.0;52.0;;;;22.0;16.0;;;Soil;;;;301.0;2.0;;;;0.0;2.0;;;;11.0;1.0;;;;57.0;102.0;;;;23.0;2.0;;;;2235.0;236.0;;;;25.0;1.0;;;;-180.0;42.0;;;;64.0;0.0;4;;;;371.0;30.0;;;;0.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;81.0;2.0;;;;13.0;5.0;4;;;;10.0;2.0;;;;2973.0;11.0;10:32:08;;;;4.0;1.0;0;;;;;;;;;48.0;1.0;;;;3.0;1.0;;;;22.0;1.0;;;;72.0;1.0;;;;551.0;5.0;JZ_12
3;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;278.0;8.0;;;;18.0;1.0;;;;5509.0;23.0;;;;1.0;1.0;;;;93.0;31.0;;;;75.0;7.0;No;;;;75.0;1.0;;;;20.0;1.0;16/05/2019;;;;18443.0;47.0;;;;2.0;1.0;801305;;;;17385.0;59.0;;;;17.0;16.0;;;Soil;;;;442.0;2.0;;;;0.0;2.0;;;;13.0;1.0;;;;-231.0;101.0;;;;28.0;2.0;;;;2839.0;256.0;;;;22.0;1.0;;;;-243.0;42.0;;;;76.0;1.0;5;;;;346.0;32.0;;;;1.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;84.0;2.0;;;;19.0;5.0;5;;;;10.0;2.0;;;;3597.0;12.0;10:36:40;;;;6.0;1.0;0;;;;;;;;;54.0;1.0;;;;2.0;1.0;;;;26.0;1.0;;;;63.0;1.0;;;;555.0;5.0;JZ_13
4;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;248.0;8.0;;;;14.0;1.0;;;;4295.0;20.0;;;;-1.0;1.0;;;;120.0;30.0;;;;58.0;6.0;No;;;;63.0;1.0;;;;15.0;1.0;16/05/2019;;;;14011.0;37.0;;;;2.0;1.0;801305;;;;14880.0;51.0;;;;13.0;16.0;;;Soil;;;;300.0;2.0;;;;1.0;2.0;;;;12.0;1.0;;;;-358.0;99.0;;;;25.0;2.0;;;;2065.0;220.0;;;;22.0;1.0;;;;-154.0;41.0;;;;63.0;0.0;6;;;;312.0;28.0;;;;0.0;2.0;;;;0.0;0.0;;;;-2.0;2.0;;;;78.0;2.0;;;;25.0;5.0;6;;;;7.0;2.0;;;;3110.0;11.0;10:43:49;;;;3.0;1.0;0;;;;;;;;;45.0;1.0;;;;3.0;1.0;;;;25.0;1.0;;;;53.0;1.0;;;;594.0;5.0;JZ_14
5;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;288.0;8.0;;;;15.0;1.0;;;;3677.0;18.0;;;;1.0;1.0;;;;125.0;31.0;;;;51.0;6.0;No;;;;60.0;1.0;;;;16.0;1.0;16/05/2019;;;;13394.0;37.0;;;;1.0;1.0;801305;;;;15193.0;53.0;;;;37.0;16.0;;;Soil;;;;381.0;2.0;;;;3.0;2.0;;;;13.0;1.0;;;;-138.0;104.0;;;;23.0;2.0;;;;2267.0;221.0;;;;23.0;1.0;;;;-119.0;43.0;;;;69.0;1.0;7;;;;278.0;28.0;;;;1.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;81.0;2.0;;;;13.0;5.0;7;;;;6.0;2.0;;;;3147.0;11.0;10:47:54;;;;3.0;1.0;0;;;;;;;;;45.0;1.0;;;;3.0;1.0;;;;25.0;1.0;;;;55.0;1.0;;;;584.0;5.0;JZ_15
